symbol,entry_date,exit_date,pnl,pnl_pct,reason,days_held,motor,entry_premium,exit_value
AMD,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.9727064661718465,0.07781651729374772,rebalance,8,hold_weekly,,
BB,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.8059418457648544,0.06447534766118836,rebalance,8,hold_weekly,,
F,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.3265237776289336,0.026121902210314688,rebalance,8,hold_weekly,,
NOK,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.7999353587588889,0.0639948287007111,rebalance,8,hold_weekly,,
PLTR,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,-0.025569842197544546,-0.002045587375803564,rebalance,8,hold_weekly,,
SOFI,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.28809218950064164,0.02304737516005133,rebalance,8,hold_weekly,,
TQQQ,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.6600077081192204,0.052800616649537634,rebalance,8,hold_weekly,,
TSLA,2026-05-18 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.22241261942208013,0.01779300955376641,rebalance,8,hold_weekly,,
AMD,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,0.29090895259672855,0.022366847666281064,rebalance,7,hold_weekly,,
BB,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,0.8028553250244528,0.061728395061728496,rebalance,7,hold_weekly,,
F,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,-0.37540607380578095,-0.028863499699338557,rebalance,7,hold_weekly,,
NOK,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,0.4802310005684731,0.03692307692307702,rebalance,7,hold_weekly,,
PLTR,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,-0.6865425031469599,-0.05278555866791163,rebalance,7,hold_weekly,,
SOFI,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,-0.5880115857337316,-0.045209903121636155,rebalance,7,hold_weekly,,
TQQQ,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,0.178374969702082,0.013714551371454886,rebalance,7,hold_weekly,,
TSLA,2026-05-26 00:00:00+00:00,2026-06-02 00:00:00+00:00,0.2458141152400053,0.018899682600750204,rebalance,7,hold_weekly,,
AMD,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.39455683336925595,-0.030234739869067738,rebalance,7,hold_weekly,,
BB,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.6321208752102567,-0.04843918191603866,rebalance,7,hold_weekly,,
F,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.04349928096817379,-0.0033333333333334272,rebalance,7,hold_weekly,,
NOK,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.6618807659310697,-0.050719671007539394,rebalance,7,hold_weekly,,
PLTR,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.4207448587820597,-0.03224151828240633,rebalance,7,hold_weekly,,
SOFI,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.023726880528096572,-0.0018181818181820055,rebalance,7,hold_weekly,,
TQQQ,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.4363045750708263,-0.03343385341549748,rebalance,7,hold_weekly,,
TSLA,2026-06-02 00:00:00+00:00,2026-06-09 00:00:00+00:00,-0.3915413944096908,-0.03000366793006477,rebalance,7,hold_weekly,,
AMD,2026-06-09 00:00:00+00:00,2026-06-16 00:00:00+00:00,-0.9256829791616425,-0.07303658224609866,rebalance,7,hold_weekly,,
BB,2026-06-09 00:00:00+00:00,2026-06-16 00:00:00+00:00,-0.09601694967740926,-0.007575757575757534,rebalance,7,hold_weekly,,
F,2026-06-09 00:00:00+00:00,2026-06-16 00:00:00+00:00,-0.30891844608466457,-0.024373730534867882,rebalance,7,hold_weekly,,
