symbol,entry_date,exit_date,pnl,pnl_pct,reason,days_held,motor,entry_premium,exit_value
NOK,2026-02-06 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.11018072899891962,0.008608321377331585,rebalance,7,hold_weekly,,
PLTR,2026-02-06 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.22599293644120877,0.017656625106481836,rebalance,7,hold_weekly,,
SOFI,2026-02-06 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.2055850614403809,0.01606217616580311,rebalance,7,hold_weekly,,
TQQQ,2026-02-06 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.05569537679089542,0.004351429755491122,rebalance,7,hold_weekly,,
TSLA,2026-02-06 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.011354811822767985,0.000887141247272647,rebalance,7,hold_weekly,,
AMD,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.2046176903550858,-0.015833210404681164,rebalance,7,hold_weekly,,
BB,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.0753546523867108,0.005830903790087409,rebalance,7,hold_weekly,,
F,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.21570132535513942,0.016690856313497746,rebalance,7,hold_weekly,,
NOK,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.2890743276756016,0.022368421052631562,rebalance,7,hold_weekly,,
PLTR,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.03353223374240244,0.002594706798131987,rebalance,7,hold_weekly,,
SOFI,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,-0.18748862215595352,-0.014507772020725455,rebalance,7,hold_weekly,,
TQQQ,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.32553117238817997,0.025189432725783282,rebalance,7,hold_weekly,,
TSLA,2026-02-13 00:00:00+00:00,2026-02-20 00:00:00+00:00,0.0034528321325097977,0.0002671783536956181,rebalance,7,hold_weekly,,
AMD,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.22134096246005264,-0.017036527886881304,rebalance,7,hold_weekly,,
BB,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.44417574062280885,-0.034188034188034046,rebalance,7,hold_weekly,,
F,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.2885138745475029,-0.022206800832755075,rebalance,7,hold_weekly,,
NOK,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,0.38110278545437026,0.029333333333333232,rebalance,7,hold_weekly,,
PLTR,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,0.1194657607512255,0.009195233191113771,rebalance,7,hold_weekly,,
SOFI,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.9114904792518868,-0.07015706806282711,rebalance,7,hold_weekly,,
TQQQ,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.1375791092708294,-0.010589410589410419,rebalance,7,hold_weekly,,
TSLA,2026-02-20 00:00:00+00:00,2026-02-27 00:00:00+00:00,-0.19301554728138548,-0.014856331685349259,rebalance,7,hold_weekly,,
AMD,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.4498219256031142,-0.03519679117573312,rebalance,7,hold_weekly,,
BB,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.3960061047618293,-0.03098591549295769,rebalance,7,hold_weekly,,
F,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.19677774986139163,-0.015397082658022613,rebalance,7,hold_weekly,,
NOK,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.17908556329993353,-0.014012738853503003,rebalance,7,hold_weekly,,
PLTR,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,0.37586352661124245,0.029409838213139607,rebalance,7,hold_weekly,,
SOFI,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.2323672184966128,-0.018181818181818323,rebalance,7,hold_weekly,,
TQQQ,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.5799848445608173,-0.045381526104417605,rebalance,7,hold_weekly,,
TSLA,2026-02-27 00:00:00+00:00,2026-03-06 00:00:00+00:00,-0.2779468319386158,-0.021748243126618105,rebalance,7,hold_weekly,,
AMD,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.27582223184845134,-0.021998583999190954,rebalance,7,hold_weekly,,
BB,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.2932907877970692,-0.023391812865497057,rebalance,7,hold_weekly,,
F,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.3853095544833991,-0.030730897009966642,rebalance,7,hold_weekly,,
NOK,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,0.15403170980742864,0.012285012285012258,rebalance,7,hold_weekly,,
PLTR,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.20828900328813127,-0.016612377850162927,rebalance,7,hold_weekly,,
SOFI,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,0.04250230907906882,0.0033898305084747345,rebalance,7,hold_weekly,,
TQQQ,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.2409644044521091,-0.019218449711723293,rebalance,7,hold_weekly,,
TSLA,2026-03-06 00:00:00+00:00,2026-03-13 00:00:00+00:00,-0.12093483782541448,-0.009645325434799078,rebalance,7,hold_weekly,,
AMD,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.23747433145711128,-0.019194231987138818,rebalance,7,hold_weekly,,
BB,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.2999314321993616,-0.024242424242424156,rebalance,7,hold_weekly,,
F,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.1275481606002451,-0.01030927835051552,rebalance,7,hold_weekly,,
NOK,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.47699938614838544,-0.03855421686747,rebalance,7,hold_weekly,,
PLTR,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.39735905634069013,-0.03211716341212749,rebalance,7,hold_weekly,,
SOFI,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.13038588314287303,-0.010538641686182687,rebalance,7,hold_weekly,,
TQQQ,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.7067491315203291,-0.05712409717662501,rebalance,7,hold_weekly,,
TSLA,2026-03-13 00:00:00+00:00,2026-03-20 00:00:00+00:00,-0.40145305620636584,-0.03244806731527749,rebalance,7,hold_weekly,,
AMD,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.10504187349398286,-0.008735338862442992,rebalance,7,hold_weekly,,
BB,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.33299817295906564,-0.027692307692307752,rebalance,7,hold_weekly,,
F,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.2384254159836221,-0.019827586206896588,rebalance,7,hold_weekly,,
NOK,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.43568601534498974,-0.036231884057970794,rebalance,7,hold_weekly,,
PLTR,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.36671322245762994,-0.030496069395500036,rebalance,7,hold_weekly,,
SOFI,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.4849374779492077,-0.04032766225582851,rebalance,7,hold_weekly,,
TQQQ,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.7145546533501896,-0.05942275042444809,rebalance,7,hold_weekly,,
TSLA,2026-03-20 00:00:00+00:00,2026-03-27 00:00:00+00:00,-0.3322037079406748,-0.027626239552820515,rebalance,7,hold_weekly,,
AMD,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
BB,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
F,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
NOK,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
PLTR,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
SOFI,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
TQQQ,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
TSLA,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,,fin_backtest,5,hold_weekly,,
BB,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,0.0,0.0,fin_backtest,0,hold_weekly,4.526473067603479,4.526473067603479
