symbol,entry_date,exit_date,pnl,pnl_pct,reason,days_held,motor,entry_premium,exit_value
AMD,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.33360351099162067,0.026688280879329652,rebalance,7,hold_weekly,,
BB,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.052301255230124966,0.004184100418409997,rebalance,7,hold_weekly,,
F,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,-0.523843930635838,-0.04190751445086704,rebalance,7,hold_weekly,,
NOK,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.11904761904762218,0.009523809523809774,rebalance,7,hold_weekly,,
PLTR,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.30804852949141726,0.02464388235931338,rebalance,7,hold_weekly,,
SOFI,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.42657704239917393,0.03412616339193392,rebalance,7,hold_weekly,,
TQQQ,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.6636667872648321,0.053093342981186564,rebalance,7,hold_weekly,,
TSLA,2025-10-20 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.5389421746749061,0.04311537397399249,rebalance,7,hold_weekly,,
AMD,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.17558749353295156,0.013782601905356826,rebalance,7,hold_weekly,,
BB,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,-0.208849063500951,-0.01639344262295086,rebalance,7,hold_weekly,,
F,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,-0.1164337505580324,-0.009139375476009185,rebalance,7,hold_weekly,,
NOK,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.4424819521930399,0.03473227206946443,rebalance,7,hold_weekly,,
PLTR,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.42641796868146997,0.033471342345488195,rebalance,7,hold_weekly,,
SOFI,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.4077763891469015,0.03200808625336915,rebalance,7,hold_weekly,,
TQQQ,2025-10-27 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.1746373252029887,0.013708019191226915,rebalance,7,hold_weekly,,
