symbol,entry_date,exit_date,entry_premium,exit_value,pnl,pnl_pct,reason,days_held,motor
BB,2026-05-18 00:00:00+00:00,2026-05-21 00:00:00+00:00,7.679926023141354,12.603147319648658,4.923221296507304,0.6410506145075519,tp_1.3,3,smc_daily
BB,2026-05-21 00:00:00+00:00,2026-05-22 00:00:00+00:00,8.364676499256172,35.68607858972651,27.321402090470343,3.2662831722063483,tp_1.3,1,smc_daily
BB,2026-05-22 00:00:00+00:00,2026-05-26 00:00:00+00:00,14.224800937808535,22.92596552847969,8.701164590671155,0.6116897261840806,tp_1.3,4,smc_daily
BB,2026-05-26 00:00:00+00:00,2026-05-28 00:00:00+00:00,15.332667206616133,21.369758366469835,6.037091159853702,0.3937404417966277,tp_1.3,2,smc_daily
BB,2026-05-28 00:00:00+00:00,2026-06-01 00:00:00+00:00,15.32239501950106,35.456674544028296,20.134279524527237,1.3140425826968964,tp_1.3,4,smc_daily
BB,2026-06-01 00:00:00+00:00,2026-06-02 00:00:00+00:00,17.25482533962899,29.148775005638345,11.893949666009355,0.6893115074710514,tp_1.3,1,smc_daily
BB,2026-06-02 00:00:00+00:00,2026-06-05 00:00:00+00:00,18.508672025115516,4.297303047357355,-14.21136897775816,-0.7678221840267044,sl_0.5,3,smc_daily
BB,2026-06-05 00:00:00+00:00,2026-06-09 00:00:00+00:00,19.31483720690294,7.1481412457502405,-12.1666959611527,-0.629914496861741,sl_0.5,4,smc_daily
BB,2026-06-09 00:00:00+00:00,2026-06-11 00:00:00+00:00,18.649869841138244,26.22462564831384,7.574755807175595,0.4061559609637088,tp_1.3,2,smc_daily
BB,2026-06-11 00:00:00+00:00,2026-06-17 00:00:00+00:00,19.545818214087188,6.435344023350685,-13.110474190736504,-0.6707559666797391,sl_0.5,6,smc_daily
F,2026-06-12 00:00:00+00:00,2026-06-17 00:00:00+00:00,23.244178044613424,5.670147242294985,-17.57403080231844,-0.7560616154543276,sl_0.5,5,smc_daily
SOFI,2026-07-08 00:00:00+00:00,2026-07-09 00:00:00+00:00,19.405709386822938,38.06275758510985,18.657048198286912,0.9614205709457656,tp_1.3,1,smc_daily
SOFI,2026-07-09 00:00:00+00:00,2026-07-13 00:00:00+00:00,21.63531287704364,9.840716264395764,-11.794596612647874,-0.5451548900484192,sl_0.5,4,smc_daily
SOFI,2026-07-13 00:00:00+00:00,2026-07-14 00:00:00+00:00,19.723034916999058,27.3474548590732,7.624419942074141,0.3865743773288532,tp_1.3,1,smc_daily
SOFI,2026-07-14 00:00:00+00:00,2026-07-15 00:00:00+00:00,20.328446456112985,9.4035758745376,-10.924870581575385,-0.5374178791852615,sl_0.5,1,smc_daily
SOFI,2026-07-16 00:00:00+00:00,2026-07-22 00:00:00+00:00,19.483392839262805,9.158273343984797,-10.325119495278008,-0.5299446344104347,sl_0.5,6,smc_daily
BB,2026-07-27 00:00:00+00:00,2026-07-29 00:00:00+00:00,16.008774222261604,5.8961224512023005,-10.112651771059303,-0.6316943215425435,sl_0.5,2,smc_daily
BB,2026-07-29 00:00:00+00:00,2026-07-30 00:00:00+00:00,12.824513877650192,26.116676205226614,13.292162327576422,1.0364651989453744,tp_1.3,1,smc_daily
BB,2026-07-30 00:00:00+00:00,2026-08-04 00:00:00+00:00,15.428247369876775,20.929631962764056,5.50138459288728,0.3565787131225664,tp_1.3,5,smc_daily
F,2026-08-11 00:00:00+00:00,2026-08-12 00:00:00+00:00,9.42836831025696,6.543115882943873,-2.8852524273130875,-0.30601821358360287,fin_backtest,1,smc_daily
