symbol,entry_date,exit_date,pnl,pnl_pct,reason,days_held,motor,entry_premium,exit_value
AMD,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,0.5806211348350097,0.04644969078680077,rebalance,7,hold_weekly,,
BB,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,0.17959770114942586,0.014367816091954068,rebalance,7,hold_weekly,,
F,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,0.7161458333333339,0.05729166666666671,rebalance,7,hold_weekly,,
NOK,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,0.8333333333333339,0.06666666666666671,rebalance,7,hold_weekly,,
PLTR,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,-0.7754714466582264,-0.062037715732658115,rebalance,7,hold_weekly,,
SOFI,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,0.29484792054624265,0.023587833643699412,rebalance,7,hold_weekly,,
TQQQ,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,1.090033975084939,0.08720271800679512,rebalance,7,hold_weekly,,
TSLA,2026-04-01 00:00:00+00:00,2026-04-08 00:00:00+00:00,-0.12260204817539311,-0.009808163854031448,rebalance,7,hold_weekly,,
AMD,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.15364867709379837,0.011957501862234005,rebalance,7,hold_weekly,,
BB,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.4531332146247742,0.03526448362720407,rebalance,7,hold_weekly,,
F,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.0,0.0,rebalance,7,hold_weekly,,
NOK,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,-0.4469413321889064,-0.03478260869565212,rebalance,7,hold_weekly,,
PLTR,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.6107566933513677,0.04753131908621968,rebalance,7,hold_weekly,,
SOFI,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.6313576607693658,0.04913456169737573,rebalance,7,hold_weekly,,
TQQQ,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.5389069798345947,0.041939711664482425,rebalance,7,hold_weekly,,
TSLA,2026-04-08 00:00:00+00:00,2026-04-15 00:00:00+00:00,0.9790647490031912,0.07619439868204278,rebalance,7,hold_weekly,,
AMD,2026-04-15 00:00:00+00:00,2026-04-22 00:00:00+00:00,0.8811560752932515,0.0666807269148299,rebalance,7,hold_weekly,,
