symbol,entry_date,exit_date,entry_premium,exit_value,pnl,pnl_pct,reason,days_held,motor
NOK,2026-01-15 00:00:00+00:00,2026-01-20 00:00:00+00:00,6.752554508347242,2.717050447737741,-4.035504060609501,-0.5976262843374267,sl_0.5,5,smc_daily
BB,2026-01-14 00:00:00+00:00,2026-01-26 00:00:00+00:00,6.963786089057459,2.61048391490201,-4.3533021741554485,-0.6251343907584995,sl_0.5,12,smc_daily
F,2026-01-23 00:00:00+00:00,2026-01-27 00:00:00+00:00,11.936345035367815,18.468432356235045,6.53208732086723,0.547243507247187,tp_1.5,4,smc_daily
F,2026-01-27 00:00:00+00:00,2026-02-05 00:00:00+00:00,13.41560396538398,5.714654699401436,-7.700949265982544,-0.5740292636733428,sl_0.5,9,smc_daily
NOK,2026-02-19 00:00:00+00:00,2026-03-02 00:00:00+00:00,11.085998887415645,24.45061576985136,13.364616882435715,1.205540160896702,tp_1.5,11,smc_daily
NOK,2026-03-02 00:00:00+00:00,2026-03-05 00:00:00+00:00,10.507055302214496,3.7927937086934715,-6.714261593521025,-0.639024103366612,sl_0.5,3,smc_daily
NOK,2026-03-05 00:00:00+00:00,2026-03-13 00:00:00+00:00,10.891330176846177,16.919718552061553,6.028388375215377,0.5535034084294953,tp_1.5,8,smc_daily
BB,2026-03-12 00:00:00+00:00,2026-03-16 00:00:00+00:00,3.3490843627236773,1.2252092818982594,-2.123875080825418,-0.6341658945545805,sl_0.5,4,smc_daily
NOK,2026-03-13 00:00:00+00:00,2026-03-16 00:00:00+00:00,9.999157454989778,18.153616778877844,8.154459323888066,0.815514643168143,tp_1.5,3,smc_daily
BB,2026-03-16 00:00:00+00:00,2026-03-20 00:00:00+00:00,3.2034042541047913,1.5689837738367807,-1.6344204802680107,-0.5102136198307442,sl_0.5,4,smc_daily
NOK,2026-03-17 00:00:00+00:00,2026-03-20 00:00:00+00:00,10.843999333742156,2.641197639570342,-8.202801694171814,-0.7564369419175452,sl_0.5,3,smc_daily
BB,2026-03-20 00:00:00+00:00,2026-03-23 00:00:00+00:00,3.2183051055951672,5.063166541347681,1.844861435752514,0.5732400674333642,tp_1.5,3,smc_daily
BB,2026-03-23 00:00:00+00:00,2026-03-27 00:00:00+00:00,3.256323922747053,0.8050948037126997,-2.4512291190343536,-0.7527596078238074,sl_0.5,4,smc_daily
NOK,2026-03-24 00:00:00+00:00,2026-03-30 00:00:00+00:00,10.992039039920698,4.471668592644089,-6.520370447276609,-0.5931902555655089,sl_0.5,6,smc_daily
NOK,2026-04-27 00:00:00+00:00,2026-04-28 00:00:00+00:00,17.78490425002415,28.412258618172945,10.627354368148794,0.5975491472288563,tp_1.5,1,smc_daily
F,2026-04-22 00:00:00+00:00,2026-04-29 00:00:00+00:00,13.290690974226784,4.5162926937414865,-8.774398280485297,-0.6601912795580417,sl_0.5,7,smc_daily
NOK,2026-04-28 00:00:00+00:00,2026-04-29 00:00:00+00:00,18.949588121824814,44.31973104811813,25.370142926293315,1.3388229212788934,tp_1.5,1,smc_daily
F,2026-04-30 00:00:00+00:00,2026-05-04 00:00:00+00:00,11.990491172026008,3.0347962982498844,-8.955694873776125,-0.7468997512520498,sl_0.5,4,smc_daily
F,2026-05-04 00:00:00+00:00,2026-05-05 00:00:00+00:00,12.32266097398921,15.682040550385441,3.359379576396231,0.27261803140468127,anti_earnings,1,smc_daily
BB,2026-04-29 00:00:00+00:00,2026-05-06 00:00:00+00:00,11.72201869840921,23.632260823038404,11.910242124629194,1.016057253538209,tp_1.5,7,smc_daily
BB,2026-05-06 00:00:00+00:00,2026-05-08 00:00:00+00:00,13.17164168501464,20.25138256624538,7.079740881230739,0.5374987454514004,tp_1.5,2,smc_daily
NOK,2026-05-07 00:00:00+00:00,2026-05-11 00:00:00+00:00,24.49381933708703,58.62707185209935,34.133252515012316,1.3935455326613704,tp_1.5,4,smc_daily
NOK,2026-05-11 00:00:00+00:00,2026-05-13 00:00:00+00:00,27.085724151528456,41.88781395540088,14.802089803872423,0.5464904582599884,tp_1.5,2,smc_daily
NOK,2026-05-13 00:00:00+00:00,2026-05-18 00:00:00+00:00,32.64916052793655,13.001675339663326,-19.647485188273226,-0.6017761213634168,sl_0.5,5,smc_daily
BB,2026-05-08 00:00:00+00:00,2026-05-19 00:00:00+00:00,13.56843066691285,5.171594767565685,-8.396835899347165,-0.6188509272353198,sl_0.5,11,smc_daily
BB,2026-05-19 00:00:00+00:00,2026-05-21 00:00:00+00:00,9.270518479824572,18.445043843960274,9.174525364135702,0.9896453347352924,tp_1.5,2,smc_daily
NOK,2026-05-18 00:00:00+00:00,2026-05-22 00:00:00+00:00,31.81944619281302,67.67945080081286,35.86000460799984,1.126983932740459,tp_1.5,4,smc_daily
