symbol,entry_date,exit_date,entry_premium,exit_value,pnl,pnl_pct,reason,days_held,motor
BB,2026-05-18 00:00:00+00:00,2026-05-22 00:00:00+00:00,9.296141885311288,42.636183143986344,33.34004125867506,3.586438510728329,tp_1.6,4,smc_daily
BB,2026-05-22 00:00:00+00:00,2026-05-27 00:00:00+00:00,17.11698131547968,31.661176733622703,14.544195418143023,0.8496939472025965,tp_1.6,5,smc_daily
BB,2026-05-27 00:00:00+00:00,2026-06-01 00:00:00+00:00,18.27051273585063,40.23693385207563,21.966421116225,1.2022881587292409,tp_1.6,5,smc_daily
BB,2026-06-01 00:00:00+00:00,2026-06-08 00:00:00+00:00,20.767869798770395,9.097872503122908,-11.669997295647487,-0.5619255806552886,sl_0.5,7,smc_daily
F,2026-06-05 00:00:00+00:00,2026-06-16 00:00:00+00:00,33.87173148408569,11.705388513179804,-22.166342970905887,-0.6544201314692321,sl_0.5,11,smc_daily
BB,2026-06-08 00:00:00+00:00,2026-06-17 00:00:00+00:00,22.992296832198793,8.407331367543497,-14.584965464655296,-0.6343413870784005,sl_0.5,9,smc_daily
F,2026-06-16 00:00:00+00:00,2026-06-23 00:00:00+00:00,24.297528276029716,11.929570893053334,-12.367957382976382,-0.509021215757891,sl_0.5,7,smc_daily
BB,2026-06-17 00:00:00+00:00,2026-06-25 00:00:00+00:00,22.70496000609332,54.72793902020449,32.02297901411117,1.4103957463707129,tp_1.6,8,smc_daily
SOFI,2026-07-08 00:00:00+00:00,2026-07-09 00:00:00+00:00,23.5148981876371,41.69067106661892,18.175772878981817,0.772947122030819,tp_1.6,1,smc_daily
BB,2026-07-09 00:00:00+00:00,2026-07-15 00:00:00+00:00,30.06874599801042,12.667348961043965,-17.401397036966458,-0.578720410825176,sl_0.5,6,smc_daily
SOFI,2026-07-10 00:00:00+00:00,2026-07-15 00:00:00+00:00,24.851838661194865,8.162841849344561,-16.688996811850302,-0.6715397214415967,sl_0.5,5,smc_daily
SOFI,2026-07-15 00:00:00+00:00,2026-07-20 00:00:00+00:00,24.402310349294517,8.34580678880461,-16.056503560489908,-0.6579911217690955,sl_0.5,5,smc_daily
BB,2026-07-16 00:00:00+00:00,2026-07-23 00:00:00+00:00,18.82488238225564,9.3627317795813,-9.462150602674342,-0.5026406226895408,sl_0.5,7,smc_daily
BB,2026-07-23 00:00:00+00:00,2026-07-29 00:00:00+00:00,18.674282185194873,7.015128500950567,-11.659153684244306,-0.6243428030389184,sl_0.5,6,smc_daily
BB,2026-07-29 00:00:00+00:00,2026-07-30 00:00:00+00:00,15.456064906345073,28.398274194355487,12.942209288010414,0.837354744977639,tp_1.6,1,smc_daily
BB,2026-07-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,18.559609186029544,14.607840294696407,-3.9517688913331366,-0.21292306598286395,senal_exit,13,smc_daily
F,2026-08-11 00:00:00+00:00,2026-08-12 00:00:00+00:00,11.47202065957007,8.619243677674602,-2.8527769818954685,-0.2486725805811424,fin_backtest,1,smc_daily
