symbol,entry_date,exit_date,entry_premium,exit_value,pnl,reason,motor
BB,2026-03-27 00:00:00+00:00,2026-04-01 00:00:00+00:00,4.12049528559824,0.6250894857970261,-3.495405799801214,fin_backtest,regime_aware
F,2026-03-30 00:00:00+00:00,2026-04-01 00:00:00+00:00,13.788246711182497,4.756469778232284,-9.031776932950212,fin_backtest,regime_aware
