symbol,entry_date,exit_date,entry_premium,exit_value,pnl,pnl_pct,reason,days_held,motor
BB,2026-05-18 00:00:00+00:00,2026-05-21 00:00:00+00:00,7.46076252822362,11.605617423082375,4.144854894858755,0.5555537894657571,tp_1.5,3,smc_daily
BB,2026-05-21 00:00:00+00:00,2026-05-22 00:00:00+00:00,8.122951048915498,35.51508449127294,27.39213344235744,3.372189894707612,tp_1.5,1,smc_daily
BB,2026-05-22 00:00:00+00:00,2026-05-26 00:00:00+00:00,13.762279258450528,21.019142851612216,7.256863593161688,0.5273009983942679,tp_1.5,4,smc_daily
BB,2026-05-26 00:00:00+00:00,2026-05-29 00:00:00+00:00,14.831794115221498,23.867452010115873,9.035657894894374,0.6092086921312713,tp_1.5,3,smc_daily
BB,2026-05-29 00:00:00+00:00,2026-06-01 00:00:00+00:00,15.118860115105845,27.162354178474338,12.043494063368493,0.7965874392432117,tp_1.5,3,smc_daily
BB,2026-06-01 00:00:00+00:00,2026-06-02 00:00:00+00:00,16.696459452361356,26.937383740607125,10.240924288245768,0.6133590368344475,tp_1.5,1,smc_daily
BB,2026-06-02 00:00:00+00:00,2026-06-05 00:00:00+00:00,17.90746217893935,5.49893874978243,-12.408523429156922,-0.6929247318891656,sl_0.5,3,smc_daily
BB,2026-06-05 00:00:00+00:00,2026-06-09 00:00:00+00:00,18.53833195877809,8.401935675868232,-10.136396282909859,-0.5467803848506537,sl_0.5,4,smc_daily
BB,2026-06-09 00:00:00+00:00,2026-06-17 00:00:00+00:00,16.8570961454202,10.896423035432724,-5.960673109987477,-0.35360023212579794,anti_earnings,8,smc_daily
F,2026-06-15 00:00:00+00:00,2026-06-17 00:00:00+00:00,20.080430451966603,8.580864608037766,-11.499565843928837,-0.572675265674029,sl_0.5,2,smc_daily
F,2026-06-17 00:00:00+00:00,2026-06-29 00:00:00+00:00,19.37157053294192,8.885386920722201,-10.486183612219719,-0.5413181958782154,sl_0.5,12,smc_daily
BB,2026-07-07 00:00:00+00:00,2026-07-08 00:00:00+00:00,17.035263969512897,16.692215148553586,-0.3430488209593108,-0.020137570017890356,anti_earnings,1,smc_daily
BB,2026-07-27 00:00:00+00:00,2026-07-29 00:00:00+00:00,15.47719096033438,6.710580310918939,-8.76661064941544,-0.5664213016356064,sl_0.5,2,smc_daily
BB,2026-07-29 00:00:00+00:00,2026-07-30 00:00:00+00:00,12.420953054111488,23.945343927164647,11.524390873053159,0.9278185677739474,tp_1.5,1,smc_daily
BB,2026-07-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,14.923526649713134,9.915726332652817,-5.007800317060317,-0.3355641353819393,senal_exit,13,smc_daily
F,2026-08-11 00:00:00+00:00,2026-08-12 00:00:00+00:00,9.192554512393043,6.714239787250742,-2.478314725142301,-0.2696002206787171,fin_backtest,1,smc_daily
