date,equity,open_positions,peak
2026-05-04 00:00:00+00:00,59.07,1,102.93
2026-05-05 00:00:00+00:00,59.07,1,102.93
2026-05-06 00:00:00+00:00,70.98,1,102.93
2026-05-07 00:00:00+00:00,70.98,1,102.93
2026-05-08 00:00:00+00:00,78.06,1,102.93
2026-05-11 00:00:00+00:00,78.06,1,102.93
2026-05-12 00:00:00+00:00,78.06,1,102.93
2026-05-13 00:00:00+00:00,78.06,1,102.93
2026-05-14 00:00:00+00:00,78.06,1,102.93
2026-05-15 00:00:00+00:00,78.06,1,102.93
2026-05-18 00:00:00+00:00,78.06,1,102.93
2026-05-19 00:00:00+00:00,69.67,1,102.93
2026-05-20 00:00:00+00:00,69.67,1,102.93
2026-05-21 00:00:00+00:00,78.84,1,102.93
2026-05-22 00:00:00+00:00,107.27,1,107.27
2026-05-26 00:00:00+00:00,115.96,1,115.96
2026-05-27 00:00:00+00:00,115.96,1,115.96
2026-05-28 00:00:00+00:00,115.96,1,115.96
2026-05-29 00:00:00+00:00,126.54,1,126.54
2026-06-01 00:00:00+00:00,140.44,1,140.44
2026-06-02 00:00:00+00:00,152.11,1,152.11
2026-06-03 00:00:00+00:00,152.11,1,152.11
2026-06-04 00:00:00+00:00,152.11,1,152.11
2026-06-05 00:00:00+00:00,137.39,1,152.11
2026-06-08 00:00:00+00:00,137.39,1,152.11
2026-06-09 00:00:00+00:00,125.59,1,152.11
2026-06-10 00:00:00+00:00,125.59,1,152.11
2026-06-11 00:00:00+00:00,125.59,1,152.11
2026-06-12 00:00:00+00:00,125.59,1,152.11
2026-06-15 00:00:00+00:00,125.59,2,152.11
2026-06-16 00:00:00+00:00,125.59,2,152.11
2026-06-17 00:00:00+00:00,112.05,1,152.11
2026-06-18 00:00:00+00:00,97.71,0,152.11
2026-06-22 00:00:00+00:00,97.71,0,152.11
2026-06-23 00:00:00+00:00,97.71,0,152.11
2026-06-24 00:00:00+00:00,97.71,0,152.11
2026-06-25 00:00:00+00:00,97.71,0,152.11
2026-06-26 00:00:00+00:00,97.71,0,152.11
2026-06-29 00:00:00+00:00,97.71,0,152.11
2026-06-30 00:00:00+00:00,97.71,0,152.11
2026-07-01 00:00:00+00:00,97.71,0,152.11
2026-07-02 00:00:00+00:00,97.71,0,152.11
2026-07-06 00:00:00+00:00,97.71,0,152.11
2026-07-07 00:00:00+00:00,97.71,0,152.11
2026-07-08 00:00:00+00:00,97.71,0,152.11
2026-07-09 00:00:00+00:00,97.71,0,152.11
2026-07-10 00:00:00+00:00,97.71,0,152.11
2026-07-13 00:00:00+00:00,97.71,0,152.11
2026-07-14 00:00:00+00:00,97.71,0,152.11
2026-07-15 00:00:00+00:00,97.71,0,152.11
2026-07-16 00:00:00+00:00,97.71,1,152.11
2026-07-17 00:00:00+00:00,97.71,1,152.11
2026-07-20 00:00:00+00:00,97.71,1,152.11
2026-07-21 00:00:00+00:00,97.71,1,152.11
2026-07-22 00:00:00+00:00,97.71,1,152.11
2026-07-23 00:00:00+00:00,88.24,0,152.11
2026-07-24 00:00:00+00:00,88.24,0,152.11
2026-07-27 00:00:00+00:00,88.24,0,152.11
2026-07-28 00:00:00+00:00,88.24,1,152.11
2026-07-29 00:00:00+00:00,88.24,1,152.11
2026-07-30 00:00:00+00:00,88.24,1,152.11
2026-07-31 00:00:00+00:00,88.24,1,152.11
2026-08-03 00:00:00+00:00,88.24,1,152.11
2026-08-04 00:00:00+00:00,102.97,0,152.11
2026-08-05 00:00:00+00:00,102.97,0,152.11
2026-08-06 00:00:00+00:00,102.97,0,152.11
2026-08-07 00:00:00+00:00,102.97,0,152.11
2026-08-10 00:00:00+00:00,102.97,0,152.11
2026-08-11 00:00:00+00:00,102.97,1,152.11
2026-08-12 00:00:00+00:00,102.97,1,152.11
