date,equity,open_positions,peak
2026-03-31 00:00:00+00:00,92.19,0,109.15
2026-04-01 00:00:00+00:00,92.19,0,109.15
2026-04-02 00:00:00+00:00,92.19,0,109.15
2026-04-06 00:00:00+00:00,92.19,0,109.15
2026-04-07 00:00:00+00:00,92.19,0,109.15
2026-04-08 00:00:00+00:00,92.19,0,109.15
2026-04-09 00:00:00+00:00,92.19,0,109.15
2026-04-10 00:00:00+00:00,92.19,0,109.15
2026-04-13 00:00:00+00:00,92.19,0,109.15
2026-04-14 00:00:00+00:00,92.19,0,109.15
2026-04-15 00:00:00+00:00,92.19,0,109.15
2026-04-16 00:00:00+00:00,92.19,0,109.15
2026-04-17 00:00:00+00:00,92.19,0,109.15
2026-04-20 00:00:00+00:00,92.19,0,109.15
2026-04-21 00:00:00+00:00,92.19,0,109.15
2026-04-22 00:00:00+00:00,92.19,1,109.15
2026-04-23 00:00:00+00:00,92.19,1,109.15
2026-04-24 00:00:00+00:00,92.19,1,109.15
2026-04-27 00:00:00+00:00,92.19,2,109.15
2026-04-28 00:00:00+00:00,102.82,2,109.15
2026-04-29 00:00:00+00:00,119.41,1,119.41
2026-04-30 00:00:00+00:00,119.41,2,119.41
2026-05-01 00:00:00+00:00,119.41,2,119.41
2026-05-04 00:00:00+00:00,110.46,2,119.41
2026-05-05 00:00:00+00:00,113.81,1,119.41
2026-05-06 00:00:00+00:00,125.72,1,125.72
2026-05-07 00:00:00+00:00,125.72,2,125.72
2026-05-08 00:00:00+00:00,132.8,2,132.8
2026-05-11 00:00:00+00:00,166.94,2,166.94
2026-05-12 00:00:00+00:00,166.94,2,166.94
2026-05-13 00:00:00+00:00,181.74,2,181.74
2026-05-14 00:00:00+00:00,181.74,2,181.74
2026-05-15 00:00:00+00:00,181.74,2,181.74
2026-05-18 00:00:00+00:00,162.09,2,181.74
2026-05-19 00:00:00+00:00,153.7,2,181.74
2026-05-20 00:00:00+00:00,153.7,2,181.74
2026-05-21 00:00:00+00:00,162.87,2,181.74
2026-05-22 00:00:00+00:00,227.15,1,227.15
2026-05-26 00:00:00+00:00,235.85,1,235.85
2026-05-27 00:00:00+00:00,235.85,2,235.85
2026-05-28 00:00:00+00:00,235.85,2,235.85
2026-05-29 00:00:00+00:00,278.62,1,278.62
2026-06-01 00:00:00+00:00,292.52,1,292.52
2026-06-02 00:00:00+00:00,304.19,1,304.19
2026-06-03 00:00:00+00:00,304.19,2,304.19
2026-06-04 00:00:00+00:00,304.19,2,304.19
2026-06-05 00:00:00+00:00,289.47,2,304.19
2026-06-08 00:00:00+00:00,289.47,2,304.19
2026-06-09 00:00:00+00:00,258.84,1,304.19
2026-06-10 00:00:00+00:00,258.84,2,304.19
2026-06-11 00:00:00+00:00,258.84,2,304.19
2026-06-12 00:00:00+00:00,258.84,2,304.19
2026-06-15 00:00:00+00:00,258.84,2,304.19
2026-06-16 00:00:00+00:00,258.84,2,304.19
2026-06-17 00:00:00+00:00,252.18,2,304.19
2026-06-18 00:00:00+00:00,252.18,2,304.19
2026-06-22 00:00:00+00:00,232.62,1,304.19
2026-06-23 00:00:00+00:00,232.62,1,304.19
2026-06-24 00:00:00+00:00,232.62,1,304.19
2026-06-25 00:00:00+00:00,232.62,1,304.19
2026-06-26 00:00:00+00:00,232.62,1,304.19
2026-06-29 00:00:00+00:00,232.62,1,304.19
2026-06-30 00:00:00+00:00,232.62,1,304.19
2026-07-01 00:00:00+00:00,232.62,1,304.19
2026-07-02 00:00:00+00:00,232.62,1,304.19
2026-07-06 00:00:00+00:00,232.62,1,304.19
2026-07-07 00:00:00+00:00,201.88,1,304.19
2026-07-08 00:00:00+00:00,201.42,1,304.19
2026-07-09 00:00:00+00:00,219.59,1,304.19
2026-07-10 00:00:00+00:00,219.59,1,304.19
2026-07-13 00:00:00+00:00,219.59,1,304.19
2026-07-14 00:00:00+00:00,219.59,1,304.19
2026-07-15 00:00:00+00:00,203.37,1,304.19
2026-07-16 00:00:00+00:00,203.37,1,304.19
2026-07-17 00:00:00+00:00,203.37,1,304.19
2026-07-20 00:00:00+00:00,187.32,1,304.19
2026-07-21 00:00:00+00:00,199.59,1,304.19
2026-07-22 00:00:00+00:00,199.59,1,304.19
2026-07-23 00:00:00+00:00,184.64,0,304.19
2026-07-24 00:00:00+00:00,184.64,0,304.19
2026-07-27 00:00:00+00:00,184.64,1,304.19
2026-07-28 00:00:00+00:00,184.64,1,304.19
2026-07-29 00:00:00+00:00,174.34,1,304.19
2026-07-30 00:00:00+00:00,187.28,1,304.19
2026-07-31 00:00:00+00:00,187.28,1,304.19
2026-08-03 00:00:00+00:00,187.28,1,304.19
2026-08-04 00:00:00+00:00,187.28,1,304.19
2026-08-05 00:00:00+00:00,187.28,1,304.19
2026-08-06 00:00:00+00:00,187.28,1,304.19
2026-08-07 00:00:00+00:00,187.28,1,304.19
2026-08-10 00:00:00+00:00,187.28,1,304.19
2026-08-11 00:00:00+00:00,187.28,2,304.19
2026-08-12 00:00:00+00:00,183.33,1,304.19
